Age,d (0.1),d (0.5),d (0.9),Result 0.02µm-3.89µm,Result 3.90µm-7.79µm,Result 7.80µm-15.59µm,Result 15.60µm-30.99µm,Result 31.00µm-62.49µm,Result 62.50µm-124.99µm,Result 125.00µm-249.99µm,Result 250.00µm-499.99µm,Result 500.00µm-1000.00µm,Result 1000.01µm-2000.00µm,Mode,Clay,Silt,Sand
5801.64,1,4.12,19.35,47.95,22.54,15.92,8.79,3.68,0.97,0,0,0,0,3.69,47.95,50.93,0.97
5811.99,1.11,4.79,20.12,42.89,23.25,18.83,10.45,3.68,0.75,0,0,0,0,4.61,42.89,56.21,0.75
5822.34,1.14,4.57,19.21,44.23,23.94,17.98,9.38,3.39,0.88,0.05,0,0,0,4.21,44.23,54.69,0.94
5832.69,1.02,4.74,23.4,43.82,21.27,17.58,10.74,4.86,1.57,0.03,0,0,0,4.33,43.82,54.45,1.6
5843.05,0.92,4.28,26.18,47.2,19.27,15.32,10.09,5.59,2.24,0.17,0,0,0,3.24,47.2,50.27,2.41
5853.4,0.99,5.11,30.07,42.09,19.79,17.06,11.32,6.57,2.83,0.22,0,0,0,4.24,42.09,54.73,3.05
5863.75,1.01,5.45,36.58,40.91,18.34,16.26,12.09,8.03,3.77,0.47,0,0,0,3.87,40.91,54.72,4.24
5874.1,1.14,6.97,44.46,35.16,17.65,17.3,14.19,9.53,4.16,0.64,0.75,0.51,0,7.43,35.16,58.66,6.06
5884.45,1.14,7.35,46.63,33.96,17.47,17.36,14.66,9.9,4.48,0.7,0.89,0.47,0,7.75,33.96,59.39,6.53
5894.8,0.95,5.39,48.93,41.49,17.59,14.88,10.81,7.38,4.77,1.86,0.86,0.24,0,3.69,41.49,50.67,7.73
5905.15,0.99,4.46,22.69,45.6,21.5,16.71,9.58,4.48,1.83,0.16,0,0,0,4.14,45.6,52.28,1.99
5915.5,1.06,5.51,30.25,40.44,18.93,17.68,13.19,7.1,2.39,0.14,0,0,0,4.4,40.44,56.9,2.53
5925.85,0.97,4.82,25.46,43.46,20.76,17.2,10.93,5.41,1.96,0.16,0,0,0,4.35,43.46,54.3,2.11
5936.2,1.01,5.32,30.57,41.32,19.01,17.2,12.55,6.95,2.54,0.31,0,0,0,4.59,41.32,55.71,2.85
5946.56,1.11,5.21,22.41,40.61,22.33,19.61,11.78,4.45,1.06,0.02,0,0,0,5.62,40.61,58.17,1.08
5956.91,0.97,4.93,28,43.02,19.88,16.84,11.47,6.19,2.32,0.15,0,0,0,4.22,43.02,54.39,2.47
5967.26,1.03,4.92,26.45,42.65,21.08,17.09,11.08,5.74,2.08,0.15,0,0,0,4.21,42.65,54.99,2.23
5977.61,0.93,4.32,21.68,46.8,20.4,16.84,10.33,4.4,1.1,0,0,0,0,3.65,46.8,51.97,1.1
5987.96,1.85,6.46,32.8,32.2,24.03,19.97,12.93,5.91,1.55,0.04,0.64,1.71,0.88,4.79,32.2,62.83,4.81
5998.31,1.89,6.49,30.28,31.69,24.57,20.65,13.26,6.07,1.8,0.12,0.47,1.02,0.21,5,31.69,64.55,3.6
6008.66,0.84,3.72,23.22,51.32,18.01,14.33,9.65,4.83,1.65,0.09,0,0,0,2.6,51.32,46.82,1.74
6019.01,0.87,3.28,14.89,56.18,21.14,13.2,6.45,2.37,0.53,0,0,0,0,2.92,56.18,43.16,0.53
6029.36,1.13,8.24,42.64,33.21,15.46,16.86,17.65,12.38,4.11,0.22,0,0,0,19.33,33.21,62.35,4.33
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
6153.58,,,,,,,,,,,,,,,,,
6163.93,1.72,7.82,32.91,27.47,22.33,22.72,16.35,7.96,2.52,0.51,0,0,0,8.05,27.47,69.35,3.03
6174.28,1.58,8.08,34.31,28.69,20.12,21.54,17.61,9.08,2.45,0.36,0.01,0,0,10.29,28.69,68.35,2.82
6184.63,1.63,7.02,27.85,30.12,23.53,22.93,14.93,6.23,1.79,0.29,0.02,0,0,7.54,30.12,67.63,2.1
6194.98,1.48,6.28,21.64,34.23,23.91,23.13,14.17,3.71,0.52,0.18,0,0,0,8.68,34.23,64.92,0.7
6205.33,1.57,6.67,23.17,31.69,23.94,24.25,14.69,4.33,0.83,0.12,0,0,0,8.22,31.69,67.2,0.95
6215.68,1.46,6.43,25.77,33,23.77,22.13,13.69,5.59,1.45,0.22,0,0,0,6.79,33,65.18,1.67
6226.03,1.67,7.36,29.01,28.79,23.15,23.29,15.72,6.77,1.81,0.32,0.01,0,0,7.97,28.79,68.93,2.13
6236.38,1.56,7.41,29.79,29.52,22.33,22.91,15.73,6.92,1.92,0.48,0.04,0,0,8.63,29.52,67.9,2.45
6246.73,1.41,6.28,24.22,33.7,23.91,22.39,13.59,5.13,1.07,0.06,0,0,0,7.02,33.7,65.02,1.14
6257.09,1.03,4.49,22.01,45.48,21,17.18,10.58,4.41,1.18,0.03,0,0,0,3.54,45.48,53.18,1.21
6267.44,0.98,4.26,20.53,47.08,21.19,16.81,9.85,4.01,0.93,0,0,0,0,3.53,47.08,51.86,0.93
6277.79,0.9,3.05,12.29,59.57,21.46,12.03,5.06,1.56,0.18,0,0,0,0,2.75,59.57,40.11,0.18
6288.14,1.27,5.41,19.32,37.98,25.8,21.73,10.26,3.38,0.7,0,0,0,0,6.4,37.98,61.17,0.7
6298.49,1.23,5.98,27.43,36.73,21.48,19.93,13.59,6.47,1.65,0.02,0,0,0,6.37,36.73,61.47,1.67
6308.84,1.25,6.03,27.72,36.38,21.6,19.9,13.73,6.66,1.59,0.02,0,0,0,6.18,36.38,61.88,1.61
6319.19,1.27,5.88,28.05,36.75,22.17,19.42,12.99,6.7,1.8,0.02,0,0,0,5.53,36.75,61.28,1.83
6329.54,1.56,7.59,34.75,29.9,20.86,20.59,16.42,9.48,2.57,0.06,0,0,0,7.35,29.9,67.34,2.63
6339.89,1.62,8.13,33.91,27.93,20.65,21.97,17.59,9.41,2.28,0.04,0,0,0,9.39,27.93,69.62,2.31
6350.24,1.43,8.38,35.48,29.13,18.66,21.26,18.23,9.57,2.79,0.23,0,0,0,12.51,29.13,67.73,3.02
6360.6,1,4.96,30.81,43.03,19.27,16.29,11.36,6.56,2.89,0.47,0,0,0,3.75,43.03,53.49,3.36
6370.95,2.88,11.52,43.69,15.62,19.89,25.7,21.35,12.55,4.42,0.33,0,0,0,11.69,15.62,79.5,4.75
6381.3,2.15,9.62,39.09,20.97,21.11,25.6,18.25,9.59,3.96,0.39,0,0,0,10.33,20.97,74.54,4.35
6391.65,2,11.21,55.87,21.04,17.62,21.64,18.44,12.8,6.44,1.29,0.56,0.07,0,11.57,21.04,70.49,8.35
6402,1.51,11.16,60.63,25.59,15.33,17.8,17.6,14.06,7.58,1.43,0.42,0.07,0,15.94,25.59,64.8,9.51
6412.35,1.62,11.07,68.78,25.86,15.79,16.42,16.17,14.07,8.8,2.69,0.09,0,0,16.73,25.86,62.45,11.58
6422.7,1.38,8.81,51.46,29.89,16.9,17.88,16.15,11.74,5.87,1.4,0.05,0,0,11.44,29.89,62.68,7.32
6433.05,1.33,8.05,43.3,31.55,17.53,18.16,16.4,11.21,4.26,0.78,0,0,0,10.69,31.55,63.29,5.04
6443.4,1.25,6.76,30.32,34.2,19.97,20.59,15.48,7.12,2.1,0.42,0,0,0,9.18,34.2,63.15,2.52
6453.75,1.3,8.19,39.64,30.23,18.28,20.24,16.76,10.13,3.74,0.5,0,0,0,10.73,30.23,65.4,4.25
6464.11,1.28,7.71,35.24,31.36,18.9,20.57,16.76,9.17,2.83,0.29,0,0,0,10.44,31.36,65.4,3.12
6474.46,1.48,7.74,32.34,28.89,21.25,23.01,16.02,8.08,2.49,0.13,0,0,0,9.17,28.89,68.36,2.62
6484.81,1.21,5.99,28.65,37.01,20.87,19.33,13.88,6.9,1.77,0.1,0,0,0,5.91,37.01,60.99,1.87
6495.16,1.3,7.53,35.15,32.14,18.76,19.73,16.88,9.51,2.65,0.19,0,0,0,10.47,32.14,64.89,2.84
6505.51,1.24,7.72,36.92,32.73,17.45,19.54,16.97,9.66,3.16,0.37,0,0,0,12.46,32.73,63.62,3.53
6515.86,1.31,7.99,39.22,31.22,18.04,19.62,16.78,10.14,3.67,0.44,0,0,0,11.47,31.22,64.56,4.1
6526.21,1.19,6.35,35.02,36.52,19.07,18.23,14.14,8.55,3.06,0.29,0.01,0,0,5.94,36.52,60,3.36
6536.56,2.47,11.54,43.9,16.79,17.98,27.68,21.81,9.11,4.22,1.22,0.82,0.24,0,12.89,16.79,76.59,6.5
6546.91,2.6,12.73,37.65,15.81,16.39,26.16,26.35,12.84,2.33,0,0,0,0,16.32,15.81,81.73,2.33
6557.26,1.24,7.59,33.27,32.21,18.46,20.33,17.51,9.23,2.1,0.05,0,0,0,12.16,32.21,65.52,2.14
6567.62,1.69,6.68,22.31,30.88,24.89,24.79,14.65,4,0.58,0.05,0,0,0,8.1,30.88,68.34,0.62
6577.97,1.32,10,124.68,34.11,12.43,9.06,8.85,10.44,15.07,9.01,0.91,0.03,0,2.7,34.11,40.78,25.01
6588.32,1.61,11.94,45.83,23.56,14.57,20.39,22.13,14.13,4.72,0.39,0,0,0,18.15,23.56,71.23,5.1
6598.67,1.04,6.36,42.46,39.14,15.13,15.17,14.86,10.76,4.46,0.38,0,0,0,2.62,39.14,55.92,4.83
6609.02,1.79,12.17,48.01,20.97,15.16,22.43,21.85,13.53,5.48,0.47,0,0,0,15.38,20.97,72.98,5.94
6619.37,1.29,6.85,30.89,33.54,20.29,20.63,15.47,7.6,2.23,0.11,0,0,0,8.87,33.54,63.99,2.34
6629.72,1.45,8.68,44.66,29.59,17.49,19.24,17.59,9.59,4.4,1.29,0.27,0.19,0.25,14.8,29.59,63.89,6.4
6640.07,1.51,6.05,19.86,33.41,26.73,24.17,11.58,3.19,0.75,0.01,0,0,0,7.03,33.41,65.68,0.76
6650.42,1.22,5.95,23.98,36.58,22.32,21.55,13.15,4.97,1.16,0.12,0,0,0,7.67,36.58,61.99,1.29
6660.77,1.26,6.32,35.84,36.08,19.68,18.02,13.94,8.01,3.4,0.75,0.01,0,0,4.48,36.08,59.64,4.15
6671.13,1.07,7.01,75.37,36.38,15.88,14.62,12.28,8.92,5.53,2.81,2.84,0.63,0,3.42,36.38,51.7,11.82
6681.48,1.3,7.66,63.07,33.94,16.37,15.82,14.03,9.61,6.68,3.39,0.03,0,0,3.29,33.94,55.84,10.1
6691.83,0.99,5.5,60.23,40.69,17.67,13.95,10.28,7.64,5.43,2.64,1.34,0.24,0,3.42,40.69,49.55,9.64
6702.18,1.1,6.53,38.97,36.42,18.13,17.5,14.25,9.05,3.79,0.71,0.04,0,0,4.67,36.42,58.92,4.53
6712.53,1.11,6.71,42.03,36.01,17.8,17.5,14.05,9.07,4.54,0.91,0.01,0,0,7.73,36.01,58.41,5.46
6722.88,1.31,8.62,59.08,29.76,17.42,19.1,15.15,9.04,6.03,2.36,0.89,0.15,0,10.65,29.76,60.7,9.42
6733.23,1.31,6.42,33.04,34.87,20.86,19.13,14.04,7.47,2.74,0.75,0,0,0,5.47,34.87,61.51,3.48
6743.58,1.38,7.45,36.25,31.1,20.23,20.89,15.29,8.03,3.84,0.48,0,0,0,8.83,31.1,64.45,4.32
6753.93,1.31,5.13,24.3,40.18,23.71,18.16,10.83,4.98,1.79,0.19,0,0,0,4.21,40.18,57.69,1.98
6764.28,1.14,5.58,25.15,38.52,22.18,19.76,12.27,5.35,1.55,0.22,0.01,0,0,5.94,38.52,59.56,1.78
6774.64,1.46,7.5,33.59,30.69,20.39,20.8,16.58,8.25,2.6,0.55,0,0,0,8.39,30.69,66.01,3.16
6784.99,1.42,7.14,30.01,31.5,21.27,21.8,15.85,7.07,1.99,0.4,0,0,0,8.56,31.5,65.98,2.39
6795.34,1.35,6.21,22.95,34.55,23.22,22.5,14.69,4.64,0.25,0,0,0,0,7.36,34.55,65.05,0.25
6805.69,1.12,4.85,22.08,42.67,22.44,18.19,11.1,4.13,1.04,0.3,0,0,0,4.34,42.67,55.85,1.34
6816.04,1.27,5.28,26,40.1,21.71,17.9,12.86,6.03,1.17,0.09,0,0,0,3.92,40.1,58.5,1.26
6826.39,1.65,7.78,32.03,28.2,21.79,22.36,16.91,8.68,1.9,0.03,0,0,0,8.3,28.2,69.73,1.92
6836.74,1.32,8,54.68,32.46,16.87,14.94,14.72,12.97,6.74,1.18,0,0,0,4.07,32.46,59.5,7.92
6847.09,1.49,12,61.11,24.66,14.62,17.53,18.12,15.37,8,1.56,0.04,0,0,18.33,24.66,65.63,9.6
6857.44,1.69,13.57,75.27,22.14,14.3,17.04,17.64,15.63,8.75,2.42,1.7,0.29,0,19.67,22.14,64.6,13.16
6867.79,1.15,5.79,27.26,38.08,20.87,19.46,13.33,5.84,1.85,0.43,0,0,0,6.18,38.08,59.5,2.28
6878.15,1.05,4.91,23.28,42.69,21.25,18.11,11.77,4.52,1.27,0.26,0,0,0,4.16,42.69,55.66,1.52
6888.5,1.05,4.75,22.04,43.57,21.67,18,11.23,4.29,1,0.1,0,0,0,4.12,43.57,55.19,1.1
6898.85,1.12,5.46,26.78,39.63,20.99,18.64,12.68,5.76,1.87,0.31,0,0,0,4.75,39.63,58.06,2.18
6909.2,1.12,5.05,22.95,41.39,22.41,18.56,11.68,4.53,1.06,0.23,0,0,0,4.62,41.39,57.18,1.29
6919.55,1.09,4.87,21.06,42.51,22.66,18.79,11.16,4.01,0.74,0,0,0,0,4.55,42.51,56.61,0.74
6929.9,1.1,5.44,26.96,39.73,21.02,18.47,12.65,6.03,1.83,0.14,0,0,0,4.89,39.73,58.17,1.96
6940.25,1.28,8.06,44.7,31.19,17.83,18.46,15.91,10.98,4.69,0.82,0,0,0,9.51,31.19,63.18,5.51
6950.6,1.76,9.28,35.71,23.57,20.13,25.02,18.65,8.9,2.82,0.69,0.09,0,0,11,23.57,72.7,3.6
6960.95,1.17,6.4,31.62,35.91,19.66,19.24,14.76,7.01,2.47,0.83,0,0,0,7.07,35.91,60.66,3.3
6971.3,1.08,5.24,25.62,40.93,20.82,18.27,12.58,5.14,1.57,0.56,0,0,0,4.48,40.93,56.81,2.13
6981.66,1.11,5.74,26.3,38.42,20.62,19.34,14.13,5.62,1.55,0.2,0,0,0,5.84,38.42,59.71,1.75
6992.01,1.18,6.59,34.69,35.46,19.08,18.25,15.22,8.13,2.79,0.96,0,0,0,5.67,35.46,60.67,3.74
7002.36,1.17,6.79,37.9,35.16,18.45,18.26,14.81,8.84,3.56,0.8,0,0,0,7.94,35.16,60.36,4.35
7012.71,1.2,7.07,33.07,33.44,19.32,20.1,15.94,7.48,2.31,1.21,0.08,0,0,9.21,33.44,62.84,3.6
7023.06,1.26,6.77,31.64,34.36,19.67,19.96,15.55,7.26,2.2,0.85,0.02,0,0,8.77,34.36,62.44,3.07
7033.41,1.2,6.37,36.33,36.18,19.41,18.19,13.79,7.89,3.49,0.94,0,0,0,5.96,36.18,59.27,4.42
7043.76,1.16,6,28.29,37.3,20.44,19.56,13.97,6.23,1.86,0.52,0,0,0,6.75,37.3,60.2,2.38
7054.11,1.18,5.86,25.66,37.39,21.53,20.14,13.75,5.52,1.44,0.09,0,0,0,6.54,37.39,60.94,1.54
7064.46,1.06,4.94,20.42,42.53,21.76,19.7,12.08,3.35,0.44,0.01,0,0,0,5.8,42.53,56.88,0.45
7074.81,1.42,5.18,16.7,38.45,28.12,21.82,9.09,1.71,0.47,0.18,0,0,0,5.55,38.45,60.74,0.65
7085.17,1.18,5.49,24.8,39.62,20.97,19.52,13.08,5.22,1.2,0.27,0,0,0,6.32,39.62,58.78,1.46
7095.52,1.26,7.51,35.44,32.26,18.74,20.13,16.45,8.62,2.82,0.86,0,0,0,10.54,32.26,63.93,3.69
7105.87,1.15,5.5,24.96,39.75,20.53,19.35,13.64,5.41,1.05,0.15,0,0,0,5.7,39.75,58.93,1.19
7116.22,1.24,6.46,27.11,34.91,20.9,21.13,15.16,6.15,1.28,0.34,0,0,0,8.41,34.91,63.33,1.62
7126.57,1.14,5.46,22.71,39.22,22.2,20.26,12.81,4.33,0.83,0.22,0,0,0,6,39.22,59.59,1.05
7136.92,1.19,5.17,22.44,40.89,21.9,19.39,12.45,4.33,0.72,0.17,0,0,0,4.51,40.89,58.07,0.9
7147.27,1.16,4.71,19.51,43.12,24.2,18.45,9.66,3.22,0.91,0.28,0,0,0,4.45,43.12,55.54,1.19
7157.62,1.25,6.17,26.54,35.54,21.96,20.93,13.69,5.39,2.08,0.26,0,0,0,7.06,35.54,61.98,2.34
7167.97,1.11,5.38,26.02,39.99,21.25,18.73,12.27,5.29,1.87,0.47,0,0,0,5,39.99,57.54,2.34
7178.32,1.02,5.36,35.89,41.41,18.01,15.91,12.53,7.57,3.3,1.08,0.07,0,0,3.29,41.41,54.01,4.46
7188.68,1.25,5.58,37.41,38.64,20.61,15.79,12.25,7.86,3.69,1.04,0,0,0,3.74,38.64,56.5,4.73
7199.03,1.06,5.72,34.06,40.24,17.22,16.75,14.19,8.1,2.86,0.53,0,0,0,3.02,40.24,56.25,3.39
7209.38,0.99,3.79,19.34,50.92,21.33,14.42,8.28,3.59,1.13,0.18,0,0,0,3.14,50.92,47.63,1.31
7219.73,1.22,3.48,11.33,55.44,26.73,11.48,4.08,1.48,0.52,0.1,0,0,0,3.3,55.44,43.77,0.62
7230.08,1.62,4.27,10.34,44.77,35.64,16.61,2.69,0.09,0,0,0,0,0,4.43,44.77,55.03,0
7240.43,1.64,7.07,23.96,30.2,23.19,24.73,16.19,4.48,0.77,0.29,0,0,0,9.68,30.2,68.59,1.06
7250.78,1.36,7.03,28.72,32.85,20.2,21.52,16.66,6.82,1.41,0.4,0.01,0,0,10.78,32.85,65.2,1.82
7261.13,1.68,7.82,36.17,29.19,20.63,21.3,16.25,8.32,3.25,0.92,0,0,0,9.05,29.19,66.5,4.17
7271.48,1.49,7.15,31.75,31.97,20.54,20.53,16.4,7.98,2.02,0.43,0,0,0,7.83,31.97,65.45,2.44
7281.83,1.45,6.55,29.33,33.15,22.41,20.64,14.54,6.76,1.89,0.44,0.03,0,0,6.1,33.15,64.34,2.36
7292.19,1.58,6.52,21.89,31.85,24.86,24.57,14.07,3.92,0.57,0.02,0,0,0,7.95,31.85,67.41,0.58
7302.54,1.2,6.12,56.09,38.48,17.29,15.6,12.08,7.28,4.38,3.66,1.11,0,0,2.99,38.48,52.25,9.15
7312.89,1.78,6.1,21.03,32.5,27.09,23.4,12.42,3.51,0.63,0.28,0,0,0,6.01,32.5,66.43,0.91
7323.24,1.22,5.28,30.85,41.26,18.96,17.04,12.67,6.65,2.51,0.76,0.01,0,0,2.91,41.26,55.32,3.29
7333.59,1.71,10.5,89.98,27.42,15.89,15.39,14.33,11.68,9.08,4.52,1.57,0.02,0,3.78,27.42,57.28,15.18
7343.94,1.26,5.82,25.85,37.79,21.11,20.12,13.57,5.57,1.41,0.3,0,0,0,7.07,37.79,60.37,1.71
7354.29,1.28,5.54,27.42,38.87,21.28,18.36,13.23,6.43,1.59,0.12,0,0,0,3.93,38.87,59.29,1.7
7364.64,1.22,6.63,51.25,36.35,17.61,16.06,12.82,9.23,4.89,2.17,0.75,0,0,3.85,36.35,55.72,7.82
7374.99,1.11,5.38,22.55,39.9,21.82,20.16,12.68,4.43,0.81,0.06,0,0,0,6.4,39.9,59.09,0.86
7385.34,1.55,7.11,24.71,30.64,22.55,24.73,15.57,4.81,1.26,0.29,0,0,0,9.83,30.64,67.66,1.55
7395.7,1.43,5.18,19.46,39.71,24.61,20.85,10.84,3.17,0.58,0.09,0,0,0,4.56,39.71,59.47,0.67
7406.05,1.53,6.6,21.14,32.4,23.63,25.51,14.44,3.19,0.57,0.11,0,0,0,9.58,32.4,66.77,0.68
7416.4,1.47,5.76,20.24,35.79,25.42,22.77,11.74,3.36,0.73,0.03,0,0,0,6.64,35.79,63.3,0.75
7426.75,1.65,5.72,18.15,34.37,28.38,23.61,10.76,2.35,0.29,0.07,0,0,0,6.07,34.37,65.11,0.36
7437.1,1.68,5.93,17.24,32.93,28.88,25.53,10.36,1.67,0.43,0.04,0,0,0,6.93,32.93,66.43,0.47
7447.45,1.41,6.02,24.22,35.62,22.76,21.12,14.45,5.2,0.68,0.02,0,0,0,5.67,35.62,63.53,0.7
7457.8,1.57,4.99,14.01,38.4,32.08,21.53,6.61,1.11,0.09,0,0,0,0,5.31,38.4,61.33,0.09
7468.15,1.52,6.4,22.45,32.83,24.3,23.72,14.19,4.26,0.5,0.07,0,0,0,7.74,32.83,66.46,0.56
7478.5,1.36,7.06,30.08,32.69,20.21,20.74,16.8,8.1,1.31,0.01,0,0,0,9.12,32.69,65.85,1.32
7488.85,1.45,7.32,29.58,31.59,20.26,21.67,17.23,7.51,1.37,0.23,0,0,0,10.79,31.59,66.67,1.6
7499.21,1.24,5.54,23.49,38.69,22.19,20.09,13.15,4.91,0.72,0.11,0,0,0,5.54,38.69,60.34,0.83
,,,,,,,,,,,,,,,,,
7519.91,,,,,,,,,,,,,,,,,
7530.26,,,,,,,,,,,,,,,,,
7540.61,,,,,,,,,,,,,,,,,
7550.96,,,,,,,,,,,,,,,,,
7561.31,,,,,,,,,,,,,,,,,
7571.66,,,,,,,,,,,,,,,,,
7582.01,,,,,,,,,,,,,,,,,
7592.36,,,,,,,,,,,,,,,,,
7602.72,,,,,,,,,,,,,,,,,
7613.07,,,,,,,,,,,,,,,,,
7623.42,,,,,,,,,,,,,,,,,
7633.77,,,,,,,,,,,,,,,,,
7644.12,,,,,,,,,,,,,,,,,
7654.47,,,,,,,,,,,,,,,,,
7664.82,,,,,,,,,,,,,,,,,
7675.17,,,,,,,,,,,,,,,,,
7685.52,,,,,,,,,,,,,,,,,
7695.87,,,,,,,,,,,,,,,,,
7706.23,,,,,,,,,,,,,,,,,
7716.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
7747.63,,,,,,,,,,,,,,,,,
7757.98,,,,,,,,,,,,,,,,,
7768.33,,,,,,,,,,,,,,,,,
7778.68,,,,,,,,,,,,,,,,,
7789.03,1.16,5.59,28.78,39.45,20.02,18.43,13.03,6.31,2.33,0.3,0,0,0,4.88,39.45,57.79,2.63
7799.38,1.17,4.92,22.34,42.22,22.21,18.33,11.68,4.23,0.8,0.18,0.16,0.05,0,4.06,42.22,56.46,1.19
7809.74,1.32,5.75,23.92,36.26,24.48,20.71,11.93,5.04,1.37,0.09,0,0,0,5.8,36.26,62.14,1.45
7820.09,1.17,5,22.26,41.58,22.83,18.66,11.17,4.11,1.08,0.42,0,0,0,4.52,41.58,56.77,1.5
7830.44,1.26,5.48,27.1,39.44,20.93,18.58,12.84,5.95,2,0.12,0,0,0,3.86,39.44,58.3,2.12
7840.79,1.22,4.81,20.63,42.36,24.03,18.29,10.49,3.79,0.78,0.12,0,0,0,4.29,42.36,56.6,0.9
7851.14,1.26,5.14,22.21,40.36,23.38,19.05,11.74,4.21,0.89,0.22,0,0,0,4.45,40.36,58.38,1.11
7861.49,1.26,5.44,23.26,38.81,22.84,19.57,13.07,4.27,0.85,0.45,0,0,0,4.78,38.81,59.75,1.3
7871.84,1.24,4.86,19.51,41.9,24.47,19.1,10.43,3.12,0.66,0.17,0,0,0,4.49,41.9,57.12,0.83
7882.19,1.24,5.2,24.91,40.48,22.06,18.18,12.33,5.44,1.17,0.2,0,0,0,4.08,40.48,58.01,1.37
7892.54,1.33,5.63,26.2,38.3,21.51,18.96,13.77,6.02,1.21,0.1,0,0,0,4.05,38.3,60.25,1.3
7902.89,1.2,4.97,21.03,41.62,23.09,18.99,11.67,3.59,0.57,0.32,0,0,0,4.3,41.62,57.34,0.89
7913.25,1.27,5.14,23.42,40.72,22.52,18.71,11.79,4.83,1.09,0.2,0,0,0,3.99,40.72,57.85,1.29
7923.6,1.36,6.33,29.95,34.9,21.42,19.77,14.31,6.76,2.12,0.58,0.01,0,0,5.54,34.9,62.25,2.71
7933.95,1.33,5.41,22.2,38.39,24.13,20.07,12.01,4.28,0.8,0.17,0,0,0,5.07,38.39,60.48,0.98
7944.3,1.24,5.03,21.03,40.78,24.34,19.07,10.68,3.93,0.91,0.14,0,0,0,4.6,40.78,58.02,1.05
7954.65,1.21,5.38,22.95,39.23,22.91,19.85,12.09,4.59,1.05,0.14,0,0,0,5.24,39.23,59.44,1.19
7965,1.44,5.37,16.2,36.97,28.62,23.38,9.46,1.33,0.07,0.02,0,0,0,6.14,36.97,62.78,0.09
7975.35,1.95,6.65,17.73,28.08,29.11,28.86,12.6,1.18,0,0,0,0,0,8.02,28.08,71.74,0
7985.7,1.56,6.37,21.62,32.33,25.34,24.35,13.02,3.59,0.98,0.24,0,0,0,7.61,32.33,66.29,1.22
7996.05,1.72,6.79,21.19,29.77,25.63,26.26,14.16,3.3,0.62,0.12,0,0,0,8.5,29.77,69.34,0.74
8006.4,1.89,7.77,21.72,25.85,24.16,29.05,17.57,3.16,0.04,0,0,0,0,10.56,25.85,73.95,0.04
8016.76,2.25,8.87,23.3,21.15,23.23,31.03,20.54,3.88,0.03,0,0,0,0,11.66,21.15,78.67,0.03
8027.11,1.6,6.32,18.98,31.69,26.98,26.08,12.37,2.45,0.27,0,0,0,0,7.75,31.69,67.88,0.27
8037.46,2.44,9.45,23.44,18.86,22.47,32.81,21.86,3.65,0.09,0.12,0.01,0,0,12.17,18.86,80.78,0.21
8047.81,1.78,7.35,20.58,27.65,24.65,28.69,16.37,2.47,0.03,0,0,0,0,10.21,27.65,72.17,0.03
8058.16,1.21,5.02,20.66,41.19,23.37,19.55,11.24,3.55,0.72,0.24,0,0,0,4.43,41.19,57.7,0.96
8068.51,1.06,4.28,18.75,46.62,22.99,16.99,9.46,3.25,0.55,0,0,0,0,3.76,46.62,52.69,0.55
8078.86,1.1,5.06,21.05,41.37,22.65,19.69,11.51,3.91,0.72,0.01,0,0,0,5.3,41.37,57.76,0.73
8089.21,1.32,6.59,24.34,33.61,21.9,22.96,15.54,5.07,0.77,0.01,0,0,0,9.34,33.61,65.46,0.78
8099.56,1.28,6.35,23.54,34.41,22.48,22.74,14.82,4.76,0.58,0.06,0.01,0,0,8.39,34.41,64.8,0.65
8109.91,1.33,5.42,19.63,37.78,25.64,21.53,11.15,3.3,0.45,0,0,0,0,5.78,37.78,61.61,0.45
8120.27,1.55,4.97,15.9,39.2,29.78,20.48,7.97,1.87,0.44,0.09,0,0,0,4.88,39.2,60.1,0.53
8130.62,1.47,5.32,19.23,37.53,27.36,20.87,10.02,3.16,0.68,0.21,0.02,0,0,5.31,37.53,61.4,0.91
8140.97,1.55,8.18,36.23,28.97,19.48,21.35,17.31,9.09,3.08,0.59,0,0,0,11.1,28.97,67.23,3.66
8151.32,1.74,16.25,70.09,25.36,13.91,10.07,14.22,23.19,12.05,1.1,0,0,0,43.8,25.36,61.39,13.15
8161.67,1.52,5.31,18.64,37.52,27.42,21.22,10.31,2.81,0.44,0.12,0,0,0,5.05,37.52,61.75,0.56
8172.02,1.54,5.45,19.18,36.68,27.17,21.66,10.51,2.84,0.75,0.23,0,0,0,5.22,36.68,62.18,0.98
8182.37,1.32,5.52,23.42,37.94,23.57,19.93,12.46,4.62,1.07,0.27,0,0,0,4.92,37.94,60.58,1.33
8192.72,1.88,7.26,35.75,26.35,26.46,23.63,11.8,6.82,3.98,0.81,0,0,0,7.02,26.35,68.7,4.79
