Depth,Top,Bottom,Na_ppb,NH4_ppb,K_ppb,Mg_ppb,Ca_ppb,Cl_ppb,NO3_ppb,SO4_ppb,Top,Bottom,Age
1709.8,1709.7,1709.8,33.8,20.1,5.74,12.4,97.7,70.15,125.5,131.6,12804.9,12808.6,12806.8
1709.9,1709.8,1709.9,35.8,23.8,3.52,11.5,111,66.51,134.1,151.2,12808.6,12812.3,12810.5
1709.95,1709.9,1710,25.7,37.1,2.44,8.22,59.1,62.1,104.8,100.6,12812.3,12816.0,12814.2
1710.05,1710,1710.1,42.4,31.5,3.4,7.68,44.8,87.78,91.13,87.43,12816.0,12819.3,12817.7
1710.2,1710.1,1710.2,24.3,19.7,2.69,9.06,64.5,53.99,95.41,121.4,12819.3,12822.6,12821.0
1710.3,1710.2,1710.3,29.8,25.2,3.29,10.7,77.2,72.33,143.5,92.36,12822.6,12825.9,12824.3
1710.4,1710.3,1710.4,48.8,15.3,3.59,11.4,59.6,96.24,114,97.3,12825.9,12829.2,12827.6
1710.5,1710.4,1710.5,30.9,25.2,2.81,9.8,64.1,72.52,102.1,73.26,12829.2,12832.5,12830.9
1710.6,1710.5,1710.6,11.5,30,1.25,5.36,46.7,35.94,96.63,50.13,12832.5,12835.8,12834.2
1710.7,1710.6,1710.7,41.8,15.9,2.9,10.1,56.7,92.38,118.1,85.29,12835.8,12839.1,12837.5
1710.8,1710.7,1710.8,34.7,21.8,2.98,9.78,64.5,54.07,97.35,117.2,12839.1,12842.4,12840.8
1710.9,1710.8,1710.9,40.8,12.6,3.67,10.6,72.7,96.72,108.6,108.2,12842.4,12845.7,12844.1
1710.95,1710.9,1711,13.9,22.1,1.88,6.07,50.9,25.96,101.1,85.95,12845.7,12849.0,12847.4
1711.05,1711,1711.1,18.2,14.3,1.99,5.7,33,28.28,90,63.52,12849.0,12852.3,12850.7
1711.2,1711.1,1711.2,33.6,18.4,4.61,7.74,51.1,36.56,92.25,93.35,12852.3,12855.6,12854.0
1711.3,1711.2,1711.3,30.2,9.01,3.04,10.3,49.3,40.62,114.9,143.6,12855.6,12858.9,12857.3
1711.4,1711.3,1711.4,40.6,15.3,3.06,8.19,52.8,54.53,100.1,121,12858.9,12862.2,12860.6
1711.5,1711.4,1711.5,18.2,22.6,1.95,5.65,38.6,37.9,119,55.76,12862.2,12865.5,12863.9
1711.6,1711.5,1711.6,18.1,10.5,2.21,9.01,53.9,32.02,86.22,75.73,12865.5,12868.8,12867.2
1711.7,1711.6,1711.7,19.2,49.6,3.5,5.39,37.9,33.37,110.2,67.98,12868.8,12872.1,12870.5
1711.8,1711.7,1711.8,44.3,10.4,3.46,10.3,64,60.1,124,109.5,12872.1,12875.4,12873.8
1711.9,1711.8,1711.9,18.7,9.48,3.11,6.36,37.5,38.97,85.3,57.83,12875.4,12878.7,12877.1
1711.95,1711.9,1712,13.5,11.7,1.17,4.15,22.5,27.08,65.66,60.88,12878.7,12882.0,12880.4
1712.05,1712,1712.1,14.5,9.1,2.76,3.96,31.2,27.4,83.2,62.5,12882.0,12884.8,12883.4
1712.2,1712.1,1712.2,25.9,14.7,2.44,5.11,40.6,46.2,101,76.6,12884.8,12887.6,12886.2
1712.3,1712.2,1712.3,11.7,31.4,2.21,5.3,45.8,34.9,114,90.7,12887.6,12890.4,12889.0
1712.4,1712.3,1712.4,27.9,8.95,2.21,6.64,45.1,47.5,109,90.1,12890.4,12893.2,12891.8
1712.5,1712.4,1712.5,14.5,19.7,2.18,7.62,40.8,30.9,79.3,148,12893.2,12896.0,12894.6
1712.6,1712.5,1712.6,19.4,17.6,3.64,7.07,56.4,39.4,124,89.2,12896.0,12898.8,12897.4
1712.7,1712.6,1712.7,28.6,13.7,3.34,10.7,63.1,72.9,104,138,12898.8,12901.6,12900.2
1712.8,1712.7,1712.8,16.9,11.8,2.21,5.2,28.4,39.6,91.3,60.7,12901.6,12904.4,12903.0
1712.9,1712.8,1712.9,12.4,8,1.89,4.86,31.2,27.7,107,59.9,12904.4,12907.2,12905.8
1712.95,1712.9,1713,17.6,5.56,1.57,3.81,24,25.4,81.6,70.1,12907.2,12910.0,12908.6
1713.1,1713,1713.2,13,14.2,1.43,3.51,20.7,28.4,75.6,64.5,12910.0,12915.0,12912.5
1713.3,1713.2,1713.4,15.7,5.14,1.25,3.17,16,29,58.4,35.1,12915.0,12920.0,12917.5
1713.5,1713.4,1713.6,11.6,12.9,1.03,3.09,18.6,20.3,72.7,40.2,12920.0,12925.0,12922.5
1713.7,1713.6,1713.8,14.1,11.8,2.06,5,27.4,33.4,96.4,55.3,12925.0,12930.0,12927.5
1713.9,1713.8,1714,15.6,6.77,3.42,4.81,36.2,28.1,68.7,462,12930.0,12935.0,12932.5
1714.1,1714,1714.2,16.8,12.4,4.52,3.21,19.7,30.7,90.5,44,12935.0,12939.0,12937.0
1714.3,1714.2,1714.4,16.8,8.23,2.13,6.27,29,35.1,88.9,70.9,12939.0,12943.0,12941.0
1714.5,1714.4,1714.6,16.6,10.1,1.59,5.02,26.9,30.9,79.8,53.4,12943.0,12947.0,12945.0
1714.7,1714.6,1714.8,10.5,18.6,1.8,3.71,18.6,24.3,79,41.1,12947.0,12951.0,12949.0
1714.9,1714.8,1715,6.72,10.8,1.15,3.68,21.1,18.6,88.6,41.9,12951.0,12955.0,12953.0
1715.1,1715,1715.2,11.2,7.9,1.17,3.98,22.9,25.1,80.9,45.3,12955.0,12959.2,12957.1
1715.3,1715.2,1715.4,14.4,11.6,1.12,3.58,23.1,32.1,86.4,47.6,12959.2,12963.4,12961.3
1715.5,1715.4,1715.6,11.9,13.6,1.92,2.98,22,26.5,88.7,48.2,12963.4,12967.6,12965.5
1715.695,1715.6,1715.79,9.86,10.9,1.29,3.57,19.3,24.7,70.2,46.7,12967.6,12971.6,12969.6
1715.895,1715.79,1716,13.8,4.07,2.25,4.54,28.4,26.6,78.3,50.5,12971.6,12976.0,12973.8
1716.1,1716,1716.2,16.6,8.02,2.48,7.59,55.2,35.5,91,71.5,12976.0,12980.2,12978.1
1716.3,1716.2,1716.4,15.2,4.82,1.5,5.53,31.8,37.5,72.6,44.5,12980.2,12984.4,12982.3
1716.5,1716.4,1716.6,14.9,4.32,1.43,4.73,26.2,22.6,73.9,44.3,12984.4,12988.6,12986.5
1716.7,1716.6,1716.8,14.1,10.2,2.3,5.25,23.2,32.3,81.6,117,12988.6,12992.8,12990.7
1716.9,1716.8,1717,12.3,6.48,1.85,5.92,31.5,26.2,83.3,49.7,12992.8,12997.0,12994.9
1717.1,1717,1717.2,10.8,4.64,1.32,3.85,19.7,26.7,81.9,46.9,12997.0,13001.0,12999.0
1717.3,1717.2,1717.4,17.5,5.83,1.46,6.02,28.6,36.5,83.8,141,13001.0,13005.0,13003.0
1717.5,1717.4,1717.6,17.3,8.37,1.43,5.44,32.6,33,75.4,55.7,13005.0,13009.0,13007.0
1717.7,1717.6,1717.8,9.05,5.93,1.46,5.21,35.7,23.8,88.7,52.1,13009.0,13013.0,13011.0
1717.9,1717.8,1718,12.9,7.44,1.49,5.79,35.3,27.5,79.5,71.5,13013.0,13017.0,13015.0
1718.1,1718,1718.2,8.13,7.92,1.28,4,25.3,21.4,83.3,49,13017.0,13021.8,13019.4
1718.3,1718.2,1718.4,18.4,7.45,2.05,6.78,39.8,42.6,88.6,77.3,13021.8,13026.6,13024.2
1718.5,1718.4,1718.6,20,13,2.51,7.32,49.7,47.2,104,83.8,13026.6,13031.4,13029.0
1718.7,1718.6,1718.8,25.7,9.69,3.75,9.9,38.4,63.4,92.8,649,13031.4,13036.2,13033.8
1718.9,1718.8,1719,28.4,11.6,2.96,7.59,32.2,81.4,83.4,137,13036.2,13041.0,13038.6
1719.05,1719,1719.1,14.1,12.7,3.82,4.53,28.6,45.2,101,56.7,13041.0,13043.3,13042.2
1719.2,1719.1,1719.2,14.4,11.3,1.5,5.09,23,35.3,67.2,105,13043.3,13045.6,13044.5
1719.3,1719.2,1719.3,24.2,10.5,2.1,5.85,39.4,44.6,67.1,109,13045.6,13047.9,13046.8
1719.4,1719.3,1719.4,10.5,34.2,2.53,4.27,31.6,21.6,95.3,57.3,13047.9,13050.2,13049.1
1719.5,1719.4,1719.5,13.2,23.7,2.79,5.2,34.7,35.5,102,65.2,13050.2,13052.5,13051.4
1719.6,1719.5,1719.6,19.8,12.8,2.18,5.8,29.3,53.3,83.4,58.1,13052.5,13054.8,13053.7
1719.7,1719.6,1719.7,24.4,5.74,1.93,6.83,41,56.3,104,68.6,13054.8,13057.1,13056.0
1719.8,1719.7,1719.8,27.1,12.5,2.1,6.11,24.6,64.4,69.1,78.6,13057.1,13059.4,13058.3
1719.9,1719.8,1719.9,21.8,11.2,2.72,7.31,43.3,47,99.9,85,13059.4,13061.7,13060.6
1719.95,1719.9,1720,24.6,15.4,2.64,7.1,50.5,54,96.9,81.3,13061.7,13064.0,13062.9
1720.05,1720,1720.1,10.9,39.5,2.13,3.68,28.5,24.2,81,55.9,13064.0,13066.0,13065.0
1720.2,1720.1,1720.2,11,29.7,1.97,4.95,33.7,24,73.3,51,13066.0,13068.0,13067.0
1720.3,1720.2,1720.3,26.8,17.3,3.58,6.03,48.2,53.7,95.9,69.5,13068.0,13070.0,13069.0
1720.4,1720.3,1720.4,16.8,18.8,2.13,5.05,34.9,40.2,99.7,70.3,13070.0,13072.0,13071.0
1720.5,1720.4,1720.5,23.5,11.6,2.3,5.93,26.4,51.2,69.4,60.1,13072.0,13074.0,13073.0
1720.6,1720.5,1720.6,14,9.12,1.59,4.42,21.4,35.5,56.6,43.6,13074.0,13076.0,13075.0
1720.7,1720.6,1720.7,24.3,8.57,2.25,8.08,43.7,42.7,92.1,104,13076.0,13078.0,13077.0
1720.8,1720.7,1720.8,15.6,13.6,1.82,4.75,25.8,40.9,75.6,56.1,13078.0,13080.0,13079.0
1720.9,1720.8,1720.9,24.9,14.8,2.62,7.32,46.8,53.8,117,85.7,13080.0,13082.0,13081.0
1720.95,1720.9,1721,22,13.6,2.77,8.06,46.4,53.3,113,86.3,13082.0,13084.0,13083.0
1721.05,1721,1721.1,14.8,11.9,2.34,7.01,39.8,39.4,120,66.8,13084.0,13086.3,13085.2
1721.155,1721.11,1721.2,32.6,8.05,2.27,8.05,47.9,61,80,108,13086.5,13088.6,13087.6
1721.3,1721.2,1721.3,19.6,10.3,2.54,8.1,53,40.8,103,81.7,13088.6,13090.9,13089.8
1721.4,1721.3,1721.4,20.5,14.4,2.96,9.16,67.5,41.3,105,132,13090.9,13093.2,13092.1
1721.5,1721.4,1721.6,20.1,7.76,2.52,8.09,61,39.2,96,82.2,13093.2,13097.8,13095.5
1721.7,1721.6,1721.8,25.6,16.5,3.12,9.52,67.6,49.7,110,112,13097.8,13102.4,13100.1
1721.9,1721.8,1722,13.4,16.4,2.47,6.05,48.2,32.5,94.3,73.4,13102.4,13107.0,13104.7
1722.1,1722,1722.2,21.9,7.19,2.46,7.95,56.4,45.3,91.5,116,13107.0,13112.6,13109.8
1722.3,1722.2,1722.4,24.5,10.1,3,7.98,50.6,48.6,85.8,94.3,13112.6,13118.2,13115.4
1722.5,1722.4,1722.6,24,22,2.95,8.15,51.6,51.6,95.1,84.1,13118.2,13123.8,13121.0
1722.7,1722.6,1722.8,16.8,9.86,2.21,5.94,36.8,36.1,69.4,90.6,13123.8,13129.4,13126.6
1722.9,1722.8,1723,20.6,23.9,2.63,8.06,54.8,41.5,94.4,117,13129.4,13135.0,13132.2
1723.1,1723,1723.2,27.2,17.7,2.94,8.5,60.5,56.7,95.8,89.8,13135.0,13141.4,13138.2
1723.3,1723.2,1723.4,36,15.4,3.35,10.5,65.1,69.7,87.9,114,13141.4,13147.8,13144.6
1723.5,1723.4,1723.6,25.3,9.14,2.78,10.1,80.5,50,89.9,108,13147.8,13154.2,13151.0
1723.7,1723.6,1723.8,30.2,10.1,3.32,9.3,70.5,61.6,98.1,95.1,13154.2,13160.6,13157.4
1723.9,1723.8,1724,7.74,30,3.49,3.62,31.1,21.8,90.8,70,13160.6,13167.0,13163.8
1724.1,1724,1724.2,22.6,16,2.98,8.5,67.6,49.4,104,89.8,13167.0,13173.2,13170.1
1724.3,1724.2,1724.4,20.6,10.8,2.26,6.92,47.8,45.4,98.9,74.2,13173.2,13179.4,13176.3
1724.5,1724.4,1724.6,13,13.7,1.97,4.84,34.4,29.4,76.8,59.6,13179.4,13185.6,13182.5
1724.7,1724.6,1724.8,18,10.5,1.84,6.28,45.4,38.7,89.6,87.1,13185.6,13191.8,13188.7
1724.9,1724.8,1725,20.2,16.4,2.34,5.48,37.2,44,90,59.3,13191.8,13198.0,13194.9
1725.1,1725,1725.2,20.5,17.4,2.51,7.25,50.1,44.8,97.1,81.5,13198.0,13203.2,13200.6
1725.3,1725.2,1725.4,19.8,8.29,2.5,7.18,52.2,41.1,85.7,74.8,13203.2,13208.4,13205.8
1725.5,1725.4,1725.6,28,15.3,2.4,6.73,41.9,58.1,97.2,72.1,13208.4,13213.6,13211.0
1725.7,1725.6,1725.8,21.3,14.3,2.86,8.76,56.8,45.5,87.7,143,13213.6,13218.8,13216.2
1725.9,1725.8,1726,21.1,19.2,2.28,5.25,37.6,47,96.8,67.1,13218.8,13224.0,13221.4
1726.1,1726,1726.2,28,9.75,2.63,10.4,80.7,54.5,113,121,13224.0,13229.8,13226.9
1726.3,1726.2,1726.4,22.1,35.1,3.33,10.1,54.3,51.7,103,85.5,13229.8,13235.6,13232.7
1726.5,1726.4,1726.6,39.1,20,4.7,7.82,55.4,79.6,119,111,13235.6,13241.4,13238.5
1726.7,1726.6,1726.8,21.6,9.75,3.17,7.65,55.1,51.1,96.5,106,13241.4,13247.2,13244.3
1726.9,1726.8,1727,13.8,25.3,2.59,4.39,29,35.6,96.3,70.1,13247.2,13253.0,13250.1
1727.1,1727,1727.2,20.2,11,2.47,7.31,38.4,47.3,94.9,139,13253.0,13258.0,13255.5
1727.3,1727.2,1727.4,21.6,10,2.88,7.19,45.6,45,99.7,102,13258.0,13263.0,13260.5
1727.5,1727.4,1727.6,18.5,16.3,2.9,6.3,36.7,149,69.8,65.8,13263.0,13268.0,13265.5
1727.7,1727.6,1727.8,14.6,12.3,2.38,5.41,29.8,30.6,99.9,92.3,13268.0,13273.0,13270.5
1727.9,1727.8,1728,17.8,11.7,2.07,5.5,40.7,37.7,72.7,50.7,13273.0,13278.0,13275.5
1728.1,1728,1728.2,19.4,22.2,2.68,4.35,29.5,39.7,67.1,50.9,13278.0,13283.6,13280.8
1728.3,1728.2,1728.4,11.6,25.5,2.64,3.69,31.3,25,78,55.4,13283.6,13289.2,13286.4
1728.5,1728.4,1728.6,10.1,11.8,2.22,3.1,24.3,23.4,85.2,47.9,13289.2,13294.8,13292.0
1728.7,1728.6,1728.8,17.4,5,1.89,4.88,33.4,37.4,88.6,60.2,13294.8,13300.4,13297.6
1728.9,1728.8,1729,9.97,9.33,2,3.56,25.6,23.2,84,44,13300.4,13306.0,13303.2
1729.1,1729,1729.2,12.3,5.04,2.02,4.82,26.2,25.8,77.9,48.5,13306.0,13310.4,13308.2
1729.3,1729.2,1729.4,15.7,11.3,2.24,4.47,26.4,34.1,98.3,75.7,13310.4,13314.8,13312.6
1729.5,1729.4,1729.6,19.8,8.78,2.99,7.14,30.9,44.5,76.2,78.1,13314.8,13319.2,13317.0
1729.7,1729.6,1729.8,19.3,17,2.44,4.89,27.1,40.3,87.8,80.9,13319.2,13323.6,13321.4
1729.9,1729.8,1730,10.5,14.1,1.84,3.99,24.3,23.7,80.1,45.9,13323.6,13328.0,13325.8
1730.1,1730,1730.2,13.5,9.73,1.82,4.23,22.7,32.1,89,47.4,13328.0,13333.4,13330.7
1730.3,1730.2,1730.4,13.5,9.41,4.3,7.23,37.5,27.1,92.1,51.1,13333.4,13338.8,13336.1
1730.5,1730.4,1730.6,11.2,6.18,1.89,4.24,27.8,27.1,85.5,59.7,13338.8,13344.2,13341.5
1730.7,1730.6,1730.8,21,12.3,2.22,5.1,21.7,51.3,77.7,67.2,13344.2,13349.6,13346.9
1730.9,1730.8,1731,19.4,9.5,3.73,3.82,23.4,36.8,86.5,56.1,13349.6,13355.0,13352.3
1731.1,1731,1731.2,16.9,12.8,2.96,4.51,21.5,38.7,70,44.4,13355.0,13359.6,13357.3
1731.3,1731.2,1731.4,11.8,28.7,2.49,3.64,23.7,25.9,79.4,49.6,13359.6,13364.2,13361.9
1731.5,1731.4,1731.6,14,17.9,2.4,4.67,23.2,39.8,92.6,51.6,13364.2,13368.8,13366.5
1731.7,1731.6,1731.8,25.9,19.9,2.6,5.84,30.1,45.1,87.8,57.8,13368.8,13373.4,13371.1
1731.9,1731.8,1732,21.6,6.73,1.86,4.77,25.2,42.8,74.1,45,13373.4,13378.0,13375.7
1732.1,1732,1732.2,16.2,7.31,1.83,4.09,24.6,32.4,81.1,41,13378.0,13382.0,13380.0
1732.3,1732.2,1732.4,12.8,9.28,2.31,4.95,32.9,27.4,85.7,45.6,13382.0,13386.0,13384.0
1732.5,1732.4,1732.6,8.1,17.2,2.3,2.97,20.7,20.4,86.8,35.5,13386.0,13390.0,13388.0
1732.7,1732.6,1732.8,10.3,10.7,1.71,3.24,20.7,21.9,81.3,35.5,13390.0,13394.0,13392.0
1732.9,1732.8,1733,15.9,11.7,2.17,3.99,25,34.4,90.8,49.2,13394.0,13398.0,13396.0
1733.1,1733,1733.2,11.6,11.7,1.96,3.44,22.1,34.5,73.6,51.4,13398.0,13402.8,13400.4
1733.3,1733.2,1733.4,12.1,10.9,1.83,3.73,22.7,25.3,75.1,46.9,13402.8,13407.6,13405.2
1733.5,1733.4,1733.6,13.9,3.93,1.67,3.87,23,27.8,77,45.4,13407.6,13412.4,13410.0
1733.7,1733.6,1733.8,9.35,10.7,2.74,3.12,30.2,21.3,82.2,47.2,13412.4,13417.2,13414.8
1733.9,1733.8,1734,12.8,19.5,2.56,3.03,18.2,28.7,57.1,42,13417.2,13422.0,13419.6
1734.1,1734,1734.2,13.8,13.6,1.77,3.8,24.8,28.5,71.6,39.1,13422.0,13426.4,13424.2
1734.3,1734.2,1734.4,23.1,6.56,1.76,4.37,18.5,46.4,63.4,39.4,13426.4,13430.8,13428.6
1734.5,1734.4,1734.6,7.7,9.09,1.74,3.42,30.7,20.5,74.8,43.8,13430.8,13435.2,13433.0
1734.7,1734.6,1734.8,20.1,6.82,2.25,5.22,36.8,39.2,96.7,59.5,13435.2,13439.6,13437.4
1734.9,1734.8,1735,12.3,5.33,1.42,3.53,20.7,28.1,79.5,39.4,13439.6,13444.0,13441.8
1735.1,1735,1735.2,18.6,9.95,2.19,5.35,38.8,39.9,95.8,56.4,13444.0,13448.4,13446.2
1735.3,1735.2,1735.4,9.97,14,1.92,2.81,20.7,22.2,74,35.1,13448.4,13452.8,13450.6
1735.5,1735.4,1735.6,16.9,9.84,1.82,4.5,21.6,34.6,67.6,82.1,13452.8,13457.2,13455.0
1735.7,1735.6,1735.8,13.6,10.3,1.71,3.72,17.6,29,75,77.2,13457.2,13461.6,13459.4
1735.9,1735.8,1736,20.3,9.03,1.92,4.64,20.5,43.5,74.6,56.6,13461.6,13466.0,13463.8
1736.1,1736,1736.2,11.7,4.32,1.44,3.83,21.1,24.2,62.2,70.8,13466.0,13470.6,13468.3
1736.3,1736.2,1736.4,11.4,7.53,1.59,4.22,24.1,23.9,79.1,79,13470.6,13475.2,13472.9
1736.5,1736.4,1736.6,9.23,9.22,1.38,2.56,12.6,20.5,61.5,39.7,13475.2,13479.8,13477.5
1736.7,1736.6,1736.8,10.6,4.87,1.37,3.31,19.5,20.7,61.7,51.5,13479.8,13484.4,13482.1
1736.9,1736.8,1737,10.8,12,1.96,3.66,24.7,26.7,79.2,49.4,13484.4,13489.0,13486.7
1737.1,1737,1737.2,11.3,7.19,1.61,3.8,20.9,24.3,77,74.8,13489.0,13493.0,13491.0
1737.3,1737.2,1737.4,15.6,3.81,1.36,3.44,17.8,36,65.8,49.5,13493.0,13497.0,13495.0
1737.5,1737.4,1737.6,14.8,12.7,1.8,3.95,23.4,32.8,82.7,48.7,13497.0,13501.0,13499.0
1737.7,1737.6,1737.8,21,8.93,2.18,8.38,37.5,40.1,85.6,183,13501.0,13505.0,13503.0
1737.9,1737.8,1738,13.9,5.96,1.42,4.02,18.4,32.3,90.7,94,13505.0,13509.0,13507.0
1738.1,1738,1738.2,13.1,6.71,1.98,5.12,36.3,61.3,83.2,108,13509.0,13513.2,13511.1
1738.3,1738.2,1738.4,12.9,15.1,3.16,2.44,20.2,28.7,87.8,68.5,13513.2,13517.4,13515.3
1738.5,1738.4,1738.6,21.9,21.1,3.35,5.4,31.9,46.5,84.9,93.8,13517.4,13521.6,13519.5
1738.7,1738.6,1738.8,12.8,10.2,1.73,4.2,19.6,28,92.9,87.1,13521.6,13525.8,13523.7
1738.9,1738.8,1739,14.5,5.04,1.65,4.95,25.5,30.4,83.8,77.2,13525.8,13530.0,13527.9
1739.1,1739,1739.2,13.4,10.2,2.03,4.64,28.3,27.7,79.7,97.1,13530.0,13534.0,13532.0
1739.3,1739.2,1739.4,11,5.15,1.43,4.05,21.2,23.6,64.4,94,13534.0,13538.0,13536.0
1739.5,1739.4,1739.6,11.1,8.84,1.8,4.4,23.2,25.2,79.4,110,13538.0,13542.0,13540.0
1739.7,1739.6,1739.8,11.9,8.63,1.8,3.73,20.3,23.7,67,82.8,13542.0,13546.0,13544.0
1739.9,1739.8,1740,26.4,16.2,2.79,6.53,36.8,44,90.1,118,13546.0,13550.0,13548.0
1740.1,1740,1740.2,12.1,6.13,1.77,4.48,26.2,26.5,72,94.3,13550.0,13553.4,13551.7
1740.3,1740.2,1740.4,14.9,13.5,1.81,4.15,17.2,33.3,86.1,78.4,13553.4,13556.8,13555.1
1740.5,1740.4,1740.6,17.6,6.16,1.85,5.21,22.9,36.1,72.1,103,13556.8,13560.2,13558.5
1740.7,1740.6,1740.8,14.9,3.93,1.44,4.23,23.7,30.6,66,81.3,13560.2,13563.6,13561.9
1740.9,1740.8,1741,15.9,11.1,2.08,3.91,14.9,31.4,66.8,91,13563.6,13567.0,13565.3
1741.105,1741.01,1741.2,14.5,9.49,1.75,4.66,22.8,29.3,80,93.5,13567.2,13571.0,13569.1
1741.3,1741.2,1741.4,13.7,15.5,2.88,3.57,19.2,29.9,68.8,96.3,13571.0,13575.0,13573.0
1741.5,1741.4,1741.6,10.2,22.9,2.11,3.36,20.1,23.7,80.3,105,13575.0,13579.0,13577.0
1741.7,1741.6,1741.8,12.3,17.2,1.39,4.29,28.3,31.5,75.6,136,13579.0,13583.0,13581.0
1741.9,1741.8,1742,12.5,8.37,1.31,4.48,24,25.4,78.8,108,13583.0,13587.0,13585.0
1742.1,1742,1742.2,15.1,13.3,1.56,4.83,26,33.2,90.7,116,13587.0,13591.4,13589.2
1742.3,1742.2,1742.4,18.4,16.7,2.36,8.38,58.7,39.1,117,168,13591.4,13595.8,13593.6
1742.5,1742.4,1742.6,14,12.4,2.16,7.09,42.7,28.8,81,191,13595.8,13600.2,13598.0
1742.7,1742.6,1742.8,18.9,8.78,2.01,7.44,36.7,38.2,83.8,172,13600.2,13604.6,13602.4
1742.9,1742.8,1743,13.3,5.39,1.71,6.06,24.4,29.9,78.2,189,13604.6,13609.0,13606.8
1743.1,1743,1743.2,24.9,11.6,2.7,9.52,35.4,49.4,80,241,13609.0,13614.0,13611.5
1743.3,1743.2,1743.4,18,8.63,2.41,9.07,46.8,37.4,77.5,218,13614.0,13619.0,13616.5
1743.5,1743.4,1743.6,13,7.21,2,6.54,37,29.4,76.7,145,13619.0,13624.0,13621.5
1743.7,1743.6,1743.8,37.1,12,2.91,9.8,41.2,76.2,101,201,13624.0,13629.0,13626.5
1743.9,1743.8,1744,22.3,4.18,2.67,8.35,45.6,45.4,93.5,215,13629.0,13634.0,13631.5
1744.1,1744,1744.2,23.2,5.07,2.55,10.4,50.8,47.3,102,241,13634.0,13639.0,13636.5
1744.3,1744.2,1744.4,23.7,16.3,2.87,11,43,50.4,90.4,440,13639.0,13644.0,13641.5
1744.5,1744.4,1744.6,29.2,13.8,2.64,11.2,47.8,60.6,76,311,13644.0,13649.0,13646.5
1744.7,1744.6,1744.8,25.4,42.7,4.14,10.8,63.6,52.4,97.8,266,13649.0,13654.0,13651.5
1744.9,1744.8,1745,17.7,10.4,2.06,6.92,36.2,36.7,86.2,136,13654.0,13659.0,13656.5
1745.1,1745,1745.2,17.3,18.1,2.57,5.62,38.6,33.3,89.2,112,13659.0,13663.6,13661.3
1745.3,1745.2,1745.4,21.7,14.1,2.45,7.81,40.6,41.4,88.3,153,13663.6,13668.2,13665.9
1745.5,1745.4,1745.6,13.4,26.7,2.48,5.09,30.2,27.8,96.5,119,13668.2,13672.8,13670.5
1745.7,1745.6,1745.8,23.1,7.88,2.18,7.46,36.3,44.2,93.6,126,13672.8,13677.4,13675.1
1745.9,1745.8,1746,17.5,11,2.26,5.22,36.5,37.2,85.5,56,13677.4,13682.0,13679.7
1746.1,1746,1746.2,13.5,16.3,3.82,4.19,25.2,29.9,80.7,82.3,13682.0,13686.4,13684.2
1746.3,1746.2,1746.4,14,6.25,1.94,3.68,22.3,29.7,88.5,58.7,13686.4,13690.8,13688.6
1746.5,1746.4,1746.6,20.5,10.1,2.05,5.29,31.5,37.8,109,60.8,13690.8,13695.2,13693.0
1746.7,1746.6,1746.8,13.8,15.6,1.88,3.55,18.4,32.1,66.9,56.9,13695.2,13699.6,13697.4
1746.9,1746.8,1747,10.4,10.1,1.66,2.97,21.2,23,79.3,45.1,13699.6,13704.0,13701.8
1747.1,1747,1747.2,12.7,7.17,1.55,3.5,20.8,29.3,74.5,38.2,13704.0,13708.0,13706.0
1747.3,1747.2,1747.4,18.8,13.6,2,4.55,31.3,39.4,89.8,59.2,13708.0,13712.0,13710.0
1747.5,1747.4,1747.6,10.6,13.1,1.78,3.16,17.5,25.8,89.7,48.3,13712.0,13716.0,13714.0
1747.7,1747.6,1747.8,13.8,18.6,1.92,3.22,19.2,26.9,77.6,38.9,13716.0,13720.0,13718.0
1747.9,1747.8,1748,15.5,11.5,1.97,3.92,23,33.5,85.7,48.8,13720.0,13724.0,13722.0
1748.1,1748,1748.2,11.3,9.09,2.25,3.05,21.7,25.8,86.2,43.3,13724.0,13728.2,13726.1
1748.3,1748.2,1748.4,13.5,6.66,2.31,3.65,19.1,29.5,74.4,55.1,13728.2,13732.4,13730.3
1748.5,1748.4,1748.6,9.58,13.2,1.81,2.81,15.9,23.4,86.7,43.4,13732.4,13736.6,13734.5
1748.7,1748.6,1748.8,14.2,4.89,2.23,3.36,17.9,30.7,70.9,55.8,13736.6,13740.8,13738.7
1748.9,1748.8,1749,8.77,5,1.28,2.33,16.3,19.6,71.2,38.3,13740.8,13745.0,13742.9
1749.1,1749,1749.2,14.4,15.7,1.85,3.1,16.2,33,82.5,43.7,13745.0,13748.8,13746.9
1749.3,1749.2,1749.4,17.1,8.76,1.84,4.1,21.1,35,81.2,96.4,13748.8,13752.6,13750.7
1749.5,1749.4,1749.6,20.7,7.52,2.18,4.81,31.6,43.6,97.6,49.1,13752.6,13756.4,13754.5
1749.9,1749.8,1750,8.04,8.9,3.18,4.4,21.7,19.4,62.2,40.4,13760.2,13764.0,13762.1
1750.3,1750.2,1750.4,15.4,9.02,4.48,7.9,39.6,36.1,86.1,77.4,13767.8,13771.6,13769.7
1750.5,1750.4,1750.6,17.5,15,3,5.56,32.8,35.5,70.7,66.4,13771.6,13775.4,13773.5
1750.7,1750.6,1750.8,14.8,14.4,2.41,4.76,28.4,32.2,82.9,87.3,13775.4,13779.2,13777.3
1750.9,1750.8,1751,8.89,13.4,1.82,3.29,19.9,21.3,71.9,52.2,13779.2,13783.0,13781.1
