Age,Depth,G. bulloides δ18O,G. bulloides δ13C,N. pachyderma s,Qz,Carb detr,Volcanic,Foram,IRD,Terr mine,SST sum,Foram plankt arctic,Foram plankt subpolar,Foram plankt subtropical,Foram plankt subtropica,Foram plankt tropical
162015.000,18.59,2.44,-1.07,52.02,1.45,0.00,0.00,81.49,1.45,10200,8.7,0.84,60.45,31.20,7.52,0.00
162268.000,18.62,2.73,-1.17,4.26,0.00,0.00,0.00,100.00,0.00,0,12.2,2.12,63.91,30.36,3.61,0.00
162520.000,18.65,2.70,-1.10,3.62,0.30,0.00,0.00,95.14,0.30,5120,14.6,4.79,61.30,30.27,3.64,0.00
162773.000,18.68,2.37,-1.09,1.42,0.00,0.00,0.00,96.32,0.00,1120,15.2,15.97,56.58,25.07,2.38,0.00
163026.000,18.71,2.69,-1.44,2.60,0.12,0.00,0.00,98.75,0.12,889,12.1,14.59,68.81,14.34,2.26,0.00
163278.000,18.74,2.73,-1.24,1.55,0.30,0.00,0.00,91.91,0.30,656,12.1,13.23,66.04,17.10,3.62,0.00
163531.000,18.77,2.34,-1.18,7.38,0.73,0.00,0.00,88.26,0.73,1067,9.7,19.02,57.91,21.37,1.71,0.00
163784.000,18.80,2.62,-1.29,6.68,0.00,0.00,0.00,99.51,0.00,320,11.1,27.72,55.44,16.08,0.77,0.00
164037.000,18.83,2.42,-0.77,8.57,0.00,0.00,0.00,98.68,0.00,533,17.0,37.46,52.12,9.77,0.65,0.00
164289.000,18.86,2.44,-1.28,9.89,0.25,0.00,0.00,96.49,0.25,1318,12.0,21.18,59.43,19.21,0.18,0.00
164542.000,18.89,3.09,-0.92,3.69,0.00,0.00,0.00,99.13,0.00,291,18.6,3.61,70.36,25.30,0.72,0.00
164795.000,18.92,1.98,-0.97,24.68,1.11,0.00,0.00,93.33,1.11,2400,9.5,3.29,68.61,27.59,0.51,0.00
165047.000,18.95,2.31,-0.91,0.48,0.00,0.00,0.00,97.84,0.00,889,18.9,2.88,68.51,27.72,0.89,0.00
165300.000,18.98,1.89,-1.11,0.84,0.00,0.00,0.00,99.48,0.00,188,19.3,2.08,63.73,32.48,1.72,0.00
165553.000,19.01,2.35,-1.38,2.12,0.00,0.00,0.00,100.00,0.00,0,18.6,4.00,70.06,23.85,2.09,0.00
165805.000,19.04,2.31,-1.01,4.79,0.00,0.00,0.00,97.85,0.00,384,16.1,8.83,69.32,18.36,3.50,0.00
166058.000,19.07,2.41,-1.10,15.97,0.26,0.00,0.00,96.10,0.26,1714,15.8,25.23,61.45,12.51,0.81,0.00
166564.000,19.13,2.94,-1.05,14.59,1.53,0.00,0.00,94.60,1.53,6133,9.8,19.93,57.55,21.66,0.87,0.00
166816.000,19.16,2.41,-0.94,13.23,1.85,0.00,0.00,95.60,1.85,2171,9.8,20.36,68.09,10.87,0.69,0.00
167069.000,19.19,2.85,-1.09,19.02,5.96,0.00,0.00,80.46,5.96,1124,9.5,28.33,55.00,16.67,0.00,0.00
167322.000,19.22,3.01,-1.20,27.72,1.02,0.00,0.00,86.73,1.02,594,10.7,5.37,73.22,20.00,1.40,0.00
167574.000,19.25,2.29,-0.90,37.46,2.21,0.00,0.00,84.92,2.21,5800,10.4,2.22,69.92,25.76,2.10,0.00
167827.000,19.28,3.00,-1.09,21.18,1.42,0.00,0.00,93.07,1.42,4400,9.5,1.42,67.58,27.85,3.15,0.00
168080.000,19.31,2.65,-0.89,3.61,0.22,0.00,0.00,99.57,0.22,246,16.4,1.71,74.00,21.99,2.30,0.00
168332.000,19.34,3.61,-0.87,3.29,0.00,0.00,0.00,99.55,0.00,36,16.6,1.80,65.90,31.00,1.30,0.00
168585.000,19.37,3.33,-0.82,2.88,0.00,0.00,0.00,100.00,0.00,0,15.8,1.36,58.91,37.69,2.04,0.00
168838.000,19.40,2.73,-0.58,2.08,0.23,0.00,0.00,98.64,0.23,1011,16.0,1.34,65.20,31.41,2.05,0.00
169091.000,19.43,2.65,-0.56,4.00,0.17,0.00,0.00,99.34,0.17,492,14.7,1.04,56.01,38.64,4.31,0.00
169343.000,19.46,3.55,-0.38,8.83,0.33,0.00,0.00,97.38,0.33,1600,16.1,1.58,68.35,26.75,3.32,0.00
169512.000,19.48,3.06,-0.41,25.23,0.45,0.00,0.00,90.74,0.45,5200,9.8,3.61,69.50,25.13,1.76,0.00
169849.000,19.52,2.82,-0.41,19.93,1.62,0.00,0.10,85.22,1.72,9733,9.5,2.11,66.14,29.43,2.32,0.00
170101.000,19.55,2.81,-0.49,20.36,1.09,0.00,0.00,92.00,1.09,2640,13.8,2.18,66.35,28.82,2.65,0.00
170354.000,19.58,2.82,-0.51,28.33,0.29,0.00,0.00,23.19,0.29,2944,10.7,7.18,67.58,23.68,1.56,0.00
170607.000,19.61,2.67,-0.50,5.37,0.00,0.00,0.00,95.84,0.00,4073,15.2,4.79,70.11,23.47,1.63,0.00
170860.000,19.64,2.38,-0.55,2.22,0.05,0.00,0.00,95.87,0.05,1600,14.2,18.56,59.94,20.03,1.47,0.00
171112.000,19.67,2.31,-0.68,1.42,0.00,0.00,0.00,99.04,0.00,941,14.6,6.22,64.64,26.24,2.90,0.00
171365.000,19.70,2.92,-0.65,1.71,0.00,0.00,0.00,99.35,0.00,173,14.1,3.04,65.09,30.17,1.71,0.00
171618.000,19.73,2.26,-0.35,1.80,0.00,0.00,0.00,97.67,0.00,3752,14.3,1.93,66.33,27.77,3.97,0.00
171870.000,19.76,2.33,-0.54,1.36,0.00,0.00,0.00,98.44,0.00,1067,17.0,1.81,68.93,26.67,2.60,0.00
172123.000,19.79,2.46,-0.73,1.34,0.06,0.00,0.00,98.90,0.06,411,14.7,1.81,64.14,31.77,2.29,0.00
172376.000,19.82,2.08,-0.80,1.04,0.11,0.00,0.00,94.95,0.11,607,17.7,2.36,57.69,34.57,5.39,0.00
172628.000,19.85,2.08,-0.80,1.58,0.00,0.00,0.00,91.67,0.00,11378,16.1,3.23,57.62,35.01,4.13,0.00
173042.000,19.91,,,3.61,0.25,0.00,0.00,81.59,0.25,4594,16.4,3.56,58.84,35.75,1.85,0.00
173387.000,19.96,2.09,-0.57,2.11,0.08,0.00,0.00,85.30,0.08,5752,17.7,24.46,55.08,19.37,1.09,0.00
173639.000,19.97,2.04,-0.82,2.18,0.60,0.00,0.00,80.01,0.60,18715,15.9,31.35,50.42,17.40,0.83,0.00
173892.000,20.00,1.86,-0.88,7.18,0.30,0.00,0.00,70.96,0.30,4000,13.9,5.87,69.06,24.05,1.03,0.00
174145.000,20.03,2.13,-0.71,4.79,0.17,0.00,0.00,94.07,0.17,9000,15.5,3.22,70.61,24.71,1.46,0.00
174397.000,20.06,2.44,-0.77,18.56,0.49,0.00,0.00,88.97,0.49,5257,15.9,8.76,77.69,13.41,0.13,0.00
174650.000,20.09,2.20,-0.80,6.22,0.13,0.00,0.00,94.24,0.13,2327,16.1,0.67,75.61,23.39,0.33,0.00
174903.000,20.12,2.31,-1.11,3.04,0.09,0.00,0.00,97.12,0.09,1067,18.0,1.41,77.68,20.08,0.83,0.00
175155.000,20.15,1.77,-1.14,1.93,0.00,0.00,0.00,97.70,0.00,1342,15.9,1.73,65.83,31.67,0.77,0.00
175408.000,20.18,2.09,-1.50,1.81,0.00,0.00,0.00,97.22,0.00,1800,15.2,4.06,76.46,19.16,0.32,0.00
175661.000,20.21,1.67,-1.11,1.81,0.00,0.00,0.00,97.96,0.00,1371,18.4,6.09,78.08,15.59,0.24,0.00
175914.000,20.24,2.01,-1.05,2.36,0.00,0.00,0.00,98.70,0.00,229,18.0,4.76,74.88,20.20,0.16,0.00
176166.000,20.27,2.45,-1.05,3.23,0.00,0.00,0.00,99.50,0.00,480,17.3,0.46,51.61,47.78,0.15,0.00
176419.000,20.30,3.27,-1.01,3.56,0.13,0.00,0.00,99.23,0.13,6000,11.1,2.42,65.81,31.77,0.00,0.00
176672.000,20.33,2.54,-0.99,24.46,0.22,0.00,0.00,93.42,0.22,5257,9.1,4.84,66.00,27.86,1.30,0.00
176924.000,20.36,2.28,-1.04,31.35,0.11,0.00,0.00,94.97,0.11,2720,15.6,18.27,57.98,22.29,1.46,0.00
177177.000,20.39,1.92,-1.30,5.87,0.00,0.00,0.00,95.47,0.00,1231,11.4,8.81,61.34,28.32,1.53,0.00
177430.000,20.42,2.52,-1.02,3.22,0.00,0.00,0.00,97.23,0.00,6720,15.3,8.12,46.75,43.83,0.97,0.32
177682.000,20.45,2.20,-1.43,8.76,0.12,0.00,0.00,95.16,0.12,1600,15.4,4.98,73.27,21.24,0.51,0.00
177935.000,20.48,1.89,-1.41,0.67,0.10,0.00,0.00,97.92,0.10,178,15.9,2.02,78.49,19.22,0.27,0.00
178188.000,20.51,2.15,-1.25,1.41,0.00,0.00,0.00,99.53,0.00,4300,15.4,2.58,69.28,27.53,0.60,0.00
178441.000,20.54,2.65,-0.54,1.73,0.00,0.00,0.00,92.74,0.00,862,16.4,2.89,65.81,30.98,0.32,0.00
178693.000,20.57,2.81,-0.75,4.06,0.00,0.00,0.00,97.95,0.00,3446,10.6,1.40,71.97,25.83,0.80,0.00
178946.000,20.60,2.63,-0.93,6.09,0.22,0.00,0.00,93.92,0.22,400,15.2,1.21,74.20,23.07,1.52,0.00
179199.000,20.63,1.56,-1.23,4.76,0.00,0.00,0.00,99.06,0.00,107,17.6,0.91,68.97,28.97,1.15,0.00
179451.000,20.66,1.99,-1.12,0.46,0.00,0.00,0.00,90.40,0.00,0,15.3,0.77,75.28,22.52,1.43,0.00
179704.000,20.69,1.79,-0.16,2.42,0.00,0.00,0.00,100.00,0.00,1387,17.2,4.25,67.65,27.36,0.74,0.00
179957.000,20.72,2.50,-0.75,4.84,0.00,0.00,0.00,97.14,0.00,1760,14.8,2.39,68.95,27.07,1.59,0.00
180209.000,20.75,1.98,-0.37,18.27,0.11,0.00,0.00,97.52,0.11,686,16.9,1.07,70.90,27.06,0.97,0.00
180462.000,20.78,2.58,-1.64,8.81,0.00,0.00,0.00,97.99,0.00,361,,1.30,73.30,24.53,0.87,0.00
180715.000,20.81,2.52,-0.84,8.12,0.00,0.00,0.00,66.99,0.00,2240,12.5,0.57,71.49,27.05,0.89,0.00
180968.000,20.84,,,4.98,0.00,0.00,0.00,97.32,0.00,480,12.5,1.27,61.88,34.56,2.29,0.00
181220.000,20.87,2.05,-1.14,2.02,0.00,0.00,0.00,99.21,0.00,173,14.6,2.71,62.82,31.41,3.05,0.00
181473.000,20.90,2.11,-1.00,2.58,0.00,0.00,0.00,99.81,0.00,3098,14.5,1.61,66.43,29.44,2.52,0.00
181726.000,20.93,3.09,-0.66,2.89,0.00,0.00,0.00,88.96,0.00,1038,16.3,3.50,70.21,24.92,1.37,0.00
181978.000,20.96,2.88,-0.64,1.40,0.00,0.00,0.00,98.84,0.00,800,14.8,4.21,69.26,24.46,2.07,0.00
182147.000,20.98,3.06,-0.71,1.21,0.00,0.00,0.00,99.12,0.00,711,14.4,2.49,74.47,22.45,0.59,0.00
182484.000,21.02,,,0.91,0.00,0.00,0.00,99.05,0.00,2000,14.3,1.58,74.54,23.54,0.33,0.00
182736.000,21.05,2.64,-0.78,0.77,0.00,0.00,0.00,98.94,0.00,110,13.8,1.75,63.13,33.59,1.53,0.00
182989.000,21.08,1.97,-0.48,4.25,0.00,0.00,0.00,99.64,0.00,0,16.0,3.29,61.10,35.02,0.59,0.00
183242.000,21.11,1.74,-0.68,2.39,0.00,0.00,0.00,100.00,0.00,1760,15.0,2.24,58.12,37.41,2.24,0.00
183495.000,21.14,,,1.07,0.00,0.00,0.00,97.97,0.00,2438,15.8,1.19,61.96,34.08,2.77,0.00
184000.000,21.20,1.10,-0.07,1.30,0.00,0.00,0.00,97.77,0.00,320,14.6,1.10,65.06,31.98,1.87,0.00
